durable_consume_exp_CSI,furniture,home_appliances,import_car_sell,kor_car_sell,durable_consume_exp_CSI_log,durable_consume_exp_CSI_lndiff,kor_car_sell_log,kor_car_sell_lndiff,import_car_sell_log,import_car_sell_lndiff,furniture_log,furniture_lndiff,home_appliances_log,home_appliances_lndiff
95.0,87.5,91.7,75.8,92.4,4.553876891600541,0.0,4.526126978647638,0.32592202572605977,4.328098292648326,0.16143306884659925,4.471638793363569,0.11492996667397737,4.51852237926242,0.27145673002265536
95.0,81.3,81.6,81.8,91.9,4.553876891600541,0.0,4.520701029361642,-0.005425949285996268,4.404277243608702,0.07617895096037586,4.398146016553765,-0.07349277680980393,4.401829261970061,-0.11669311729235865
94.0,81.0,93.4,80.2,88.6,4.543294782270004,-0.010582109330536937,4.484131857611035,-0.0365691717506067,4.384523514872469,-0.019753728736232823,4.394449154672439,-0.003696861881326008,4.536891345234797,0.135062083264736
94.0,78.3,88.1,83.6,81.0,4.543294782270004,0.0,4.394449154672439,-0.08968270293859604,4.426043520090656,0.041520005218186995,4.360547602996758,-0.03390155167568132,4.478472532942134,-0.05841881229266299
92.0,73.9,85.6,89.1,82.7,4.5217885770490405,-0.02150620522096336,4.415219602029645,0.020770447357206123,4.489759334476764,0.06371581438610807,4.302712827954156,-0.05783477504260137,4.449685283147696,-0.02878724979443792
92.0,79.4,86.1,88.6,77.5,4.5217885770490405,0.0,4.350277936359301,-0.06494166567034387,4.484131857611035,-0.005627476865728731,4.37449836825309,0.0717855402989338,4.455509411433685,0.00582412828598855
94.0,77.6,73.5,97.2,75.5,4.543294782270004,0.02150620522096336,4.324132656254979,-0.026145280104322488,4.576770711466393,0.09263885385535797,4.351567427189173,-0.022930941063917132,4.297285406218791,-0.158224005214894
95.0,87.0,78.8,100.3,89.8,4.553876891600541,0.010582109330536937,4.497584975308154,0.17345231905317515,4.60816569496789,0.03139498350149683,4.465908118654584,0.1143406914654106,4.366912996863833,0.06962759064504276
95.0,82.2,87.5,105.8,92.3,4.553876891600541,0.0,4.525044141508807,0.027459166200652696,4.661550519424199,0.05338482445630888,4.409155302062135,-0.05675281659244913,4.471638793363569,0.10472579649973568
95.0,87.4,80.8,129.6,101.3,4.553876891600541,0.0,4.618086411254637,0.09304226974583063,4.864452783918174,0.20290226449397508,4.470495282661489,0.06133998059935486,4.39197696552705,-0.0796618278365191
95.0,83.7,78.2,77.4,65.0,4.553876891600541,0.0,4.174387269895637,-0.44369914135900057,4.3489867805956814,-0.5154660033224925,4.4272389774954295,-0.04325630516605994,4.359269647551265,-0.03270731797578463
93.0,92.2,85.0,71.7,51.7,4.532599493153256,-0.02127739844728449,3.9454577815143836,-0.22892948838125315,4.272490747605575,-0.07649603299010632,4.523960130562548,0.09672115306711859,4.442651256490317,0.08338160893905133
85.0,96.6,89.5,91.5,110.2,4.442651256490317,-0.0899482366629396,4.702296896718814,0.7568391152044307,4.516338972281476,0.24384822467590084,4.570578741218473,0.04661861065592454,4.4942386252808095,0.05158736879049286
81.0,101.3,90.9,98.9,112.3,4.394449154672439,-0.04820210181787754,4.721173861744398,0.01887696502558356,4.594109238628667,0.07777026634719064,4.618086411254637,0.04750767003616474,4.509760001183433,0.015521375902623369
83.0,103.1,107.9,100.3,113.7,4.418840607796598,0.024391453124159135,4.73356340075649,0.012389539012092499,4.60816569496789,0.014056456339223367,4.635699391022914,0.017612979768276915,4.681204872264089,0.17144487108065576
84.0,97.3,112.4,118.8,134.8,4.430816798843313,0.011976191046715101,4.9037921984782065,0.17022879772171606,4.777441406928545,0.16927571196065472,4.577798989191959,-0.05790040183095524,4.722063937459591,0.04085906519550253
86.0,97.5,99.1,86.5,106.3,4.454347296253507,0.023530497410193973,4.666265285347902,-0.2375269131303046,4.460144413937834,-0.3172969929907108,4.579852378003801,0.0020533888118423604,4.596129441335942,-0.12593449612364882
88.0,101.5,118.6,104.3,84.2,4.477336814478207,0.022989518224699523,4.4331949212482815,-0.23307036409962034,4.647271362006727,0.18712694806889285,4.620058798481842,0.04020642047804035,4.775756486563625,0.1796270452276829
83.0,101.5,99.2,99.6,104.4,4.418840607796598,-0.0584962066816086,4.648229675448539,0.21503475420025708,4.601162164590552,-0.046109197416174474,4.620058798481842,0.0,4.597138014290827,-0.17861847227279792
89.0,108.5,101.9,100.3,103.6,4.48863636973214,0.06979576193554138,4.640537329825382,-0.007692345623156349,4.60816569496789,0.007003530377337697,4.686750172980514,0.06669137449867257,4.623991940228679,0.02685392593785174
92.0,105.1,112.2,116.9,110.8,4.5217885770490405,0.03315220731690083,4.707726774313183,0.06718944448780118,4.761318868478023,0.15315317351013302,4.6549122778829055,-0.031837895097608815,4.720282993088596,0.09629105285991724
88.0,111.7,105.0,133.7,103.1,4.477336814478207,-0.04445176257083361,4.635699391022914,-0.07202738329026914,4.895598484107897,0.13427961562987445,4.715816706075155,0.060904428192249505,4.653960350157523,-0.06632264293107326
89.0,107.9,107.7,98.0,89.9,4.48863636973214,0.01129955525393278,4.498697941477575,-0.13700144954533933,4.584967478670572,-0.31063100543732514,4.681204872264089,-0.03461183381106636,4.679349584162343,0.025389234004819627
91.0,102.2,97.7,100.3,74.9,4.51085950651685,0.022223136784710107,4.316153890523174,-0.18254405095440074,4.60816569496789,0.023198216297317664,4.626931677769604,-0.054273194494484756,4.581901559048737,-0.0974480251136054
92.0,117.6,109.8,126.6,107.3,4.5217885770490405,0.010929070532190721,4.675628649636653,0.35947475911347837,4.841032509710076,0.23286681474218618,4.767289035464526,0.1403573576949224,4.69866052907543,0.11675897002669267
92.0,111.7,102.8,119.3,105.3,4.5217885770490405,0.0,4.6568134191399295,-0.018815230496723068,4.78164132910387,-0.059391180606206184,4.715816706075155,-0.051472329389371296,4.632785353021065,-0.06587517605436499
94.0,107.0,113.2,132.0,98.1,4.543294782270004,0.02150620522096336,4.585987366571318,-0.07082605256861196,4.882801922586371,0.10116059348250062,4.672828834461906,-0.04298787161324924,4.729156165769083,0.09637081274801762
96.0,99.7,111.9,147.3,103.3,4.564348191467836,0.021053409197832273,4.637637376125593,0.05165000955427512,4.9924713234685845,0.10966940088221389,4.602165676967792,-0.07066315749411345,4.71760561531788,-0.011550550451202568
94.0,98.4,124.8,121.0,96.1,4.543294782270004,-0.021053409197832273,4.565389315976247,-0.07224806014934604,4.795790545596741,-0.19668077787184313,4.589040804058207,-0.013124872909584973,4.826712455935327,0.10910684061744735
95.0,100.5,113.4,109.6,83.2,4.553876891600541,0.010582109330536937,4.421247347827163,-0.14414196814908387,4.696837374513915,-0.09895317108282597,4.61015772749913,0.021116923440922974,4.730921391293652,-0.0957910646416753
94.0,94.3,101.8,105.0,74.2,4.543294782270004,-0.010582109330536937,4.3067641501733345,-0.1144831976538283,4.653960350157523,-0.04287702435639229,4.546481189639412,-0.06367653785971861,4.623010104116422,-0.10791128717723009
96.0,108.6,115.5,87.0,90.6,4.564348191467836,0.021053409197832273,4.506454213048934,0.19969006287559932,4.465908118654584,-0.18805223150293937,4.687671407499835,0.14119021786042296,4.749270529961848,0.12626042584542585
96.0,101.1,115.2,93.3,96.9,4.564348191467836,0.0,4.5736795188967205,0.06722530584778674,4.535820107853298,0.06991198919871433,4.616110126026426,-0.07156128147340901,4.746669748261791,-0.0026007817000568423
94.0,101.2,110.9,117.3,103.1,4.543294782270004,-0.021053409197832273,4.635699391022914,0.062019872126193754,4.76473475565943,0.2289146478061319,4.617098756853365,0.0009886308269395627,4.7086288943563215,-0.03804085390546952
94.0,95.8,106.6,80.0,71.2,4.543294782270004,0.0,4.26549281841793,-0.37020657260498435,4.382026634673881,-0.38270812098554874,4.562262684976814,-0.05483607187655082,4.669083511731744,-0.03954538262457774
93.0,93.3,105.0,94.3,81.1,4.532599493153256,-0.010695289116747553,4.395682961121367,0.13019014270343732,4.546481189639412,0.16445455496553052,4.535820107853298,-0.026442577123516386,4.653960350157523,-0.015123161574220667
95.0,98.9,105.8,131.9,91.6,4.553876891600541,0.02127739844728449,4.517431271680085,0.1217483105587176,4.882044059723269,0.3355628700838569,4.594109238628667,0.05828913077536857,4.661550519424199,0.0075901692666757725
94.0,90.0,100.2,112.9,97.6,4.543294782270004,-0.010582109330536937,4.580877493419047,0.0634462217389622,4.726502471155617,-0.15554158856765188,4.499809670330265,-0.09429956829840158,4.607168188650764,-0.054382330773434795
95.0,88.4,106.8,117.1,98.0,4.553876891600541,0.010582109330536937,4.584967478670572,0.004089985251525263,4.763028270603671,0.03652579944805456,4.481871969643598,-0.01793770068666678,4.6709579265260945,0.06378973787533049
93.0,84.7,106.3,116.6,99.7,4.532599493153256,-0.02127739844728449,4.602165676967792,0.017198198297220024,4.758749273916392,-0.0042789966872796015,4.439115601658009,-0.04275636798558935,4.666265285347902,-0.00469264117819268
89.0,84.2,114.3,97.3,94.8,4.48863636973214,-0.043963123421116634,4.551769409260976,-0.050396267706815934,4.577798989191959,-0.18095028472443264,4.4331949212482815,-0.005920680409727375,4.738826570800765,0.07256128545286344
91.0,86.4,107.0,124.5,84.3,4.51085950651685,0.022223136784710107,4.4343818650078095,-0.11738754425316689,4.824305715904762,0.24650672671280294,4.45898767581001,0.025792754561728692,4.672828834461906,-0.06599773633885953
92.0,82.2,95.4,128.2,90.1,4.5217885770490405,0.010929070532190721,4.500920164614292,0.06653829960648228,4.853591544486569,0.029285828581807394,4.409155302062135,-0.049832373747875636,4.558078578454241,-0.11475025600766475
91.0,89.8,102.9,116.4,96.1,4.51085950651685,-0.010929070532190721,4.565389315976247,0.06446915136195486,4.757032535297338,-0.09655900918923166,4.497584975308154,0.08842967324601947,4.633757642840004,0.07567906438576255
89.0,81.8,100.9,135.5,102.2,4.48863636973214,-0.022223136784710107,4.626931677769604,0.06154236179335726,4.908971640319756,0.15193910502241792,4.404277243608702,-0.09330773169945239,4.6141299273595635,-0.019627715480440067
90.0,83.2,91.1,136.4,107.2,4.499809670330265,0.01117330059812538,4.674696248636701,0.04776457086709751,4.915591745409362,0.006620105089606199,4.421247347827163,0.016970104218461124,4.511957804265912,-0.1021721230936512
91.0,74.0,82.0,80.7,80.4,4.51085950651685,0.011049836186584727,4.387014176184921,-0.2876820724517808,4.390738575275903,-0.5248531701334587,4.30406509320417,-0.11718225462299259,4.406719247264253,-0.10523855700165896
91.0,83.0,81.2,111.7,97.3,4.51085950651685,0.0,4.577798989191959,0.19078481300703842,4.715816706075155,0.32507813079925185,4.418840607796598,0.11477551459242807,4.396915247167632,-0.009804000096621301
90.0,83.0,83.9,130.1,116.5,4.499809670330265,-0.011049836186584727,4.757891273005756,0.1800922838137966,4.86830338551846,0.15248667944330485,4.418840607796598,0.0,4.429625613473161,0.032710366305528815
93.0,76.0,83.7,113.9,105.7,4.532599493153256,0.032789822822991255,4.660604892876192,-0.09728638012956381,4.735320870453137,-0.132982515065323,4.330733340286331,-0.0881072675102672,4.4272389774954295,-0.002386635977731366
94.0,77.9,99.0,118.7,108.3,4.543294782270004,0.010695289116747553,4.684905154006945,0.024300261130752787,4.776599301615622,0.04127843116248542,4.355425952876702,0.024692612590371255,4.59511985013459,0.1678808726391603
96.0,76.9,97.3,163.4,112.8,4.564348191467836,0.021053409197832273,4.725616339063959,0.0407111850570141,5.096201182425903,0.3196018808102803,4.3425058765115985,-0.012920076365103839,4.577798989191959,-0.017320860942630745
95.0,76.6,106.2,114.2,91.8,4.553876891600541,-0.010471299867295336,4.519612297626445,-0.20600404143751394,4.73795129722191,-0.3582498852039926,4.338597076746545,-0.003908799765053317,4.665324108807838,0.08752511961587928
96.0,79.3,99.9,128.1,86.1,4.564348191467836,0.010471299867295336,4.455509411433685,-0.06410288619276017,4.852811208902689,0.11485991168077891,4.373238128640803,0.03464105189425748,4.604169685654508,-0.061154423153330306
95.0,72.2,81.0,137.8,86.4,4.553876891600541,-0.010471299867295336,4.45898767581001,0.0034782643763255905,4.925803358579558,0.07299214967686929,4.279440045898781,-0.09379808274202173,4.394449154672439,-0.2097205309820689
95.0,80.8,85.7,111.9,90.3,4.553876891600541,0.0,4.5031374604229395,0.04414978461292929,4.71760561531788,-0.20819774326167817,4.39197696552705,0.11253691962826906,4.450852825603734,0.05640367093129495
94.0,80.5,93.4,142.3,107.2,4.543294782270004,-0.010582109330536937,4.674696248636701,0.17155878821376191,4.957937505095806,0.2403318897779263,4.388257184424518,-0.003719781102532238,4.536891345234797,0.0860385196310629
94.0,82.7,84.9,157.2,97.6,4.543294782270004,0.0,4.580877493419047,-0.09381875521765437,5.057518879995106,0.09958137489929975,4.415219602029645,0.02696241760512752,4.441474093317302,-0.09541725191749517
96.0,89.2,84.3,68.8,88.4,4.564348191467836,0.021053409197832273,4.481871969643598,-0.0990055237754488,4.231203744939298,-0.8263151350558084,4.490881039585964,0.07566143755631849,4.4343818650078095,-0.007092228309492299
94.0,86.9,75.6,78.2,85.7,4.543294782270004,-0.021053409197832273,4.450852825603734,-0.031019144039864166,4.359269647551265,0.1280659026119677,4.464758032271346,-0.026123007314617475,4.3254562831854875,-0.10892558182232204
94.0,91.5,79.3,110.5,103.3,4.543294782270004,0.0,4.637637376125593,0.1867845505218586,4.705015520957808,0.3457458734065426,4.516338972281476,0.051580940010129694,4.373238128640803,0.047781845455315164
93.0,80.0,83.2,101.5,99.4,4.532599493153256,-0.010695289116747553,4.599152113662528,-0.038485262463064274,4.620058798481842,-0.0849567224759662,4.382026634673881,-0.13431233760759476,4.421247347827163,0.04800921918636014
93.0,83.7,91.5,111.6,96.2,4.532599493153256,0.0,4.566429357671661,-0.032722755990867824,4.71492104994721,0.09486225146536853,4.4272389774954295,0.04521234282154829,4.516338972281476,0.09509162445431318
94.0,83.3,94.2,120.9,92.3,4.543294782270004,0.010695289116747553,4.525044141508807,-0.041385216162853844,4.794963757620747,0.08004270767353638,4.422448549172797,-0.004790428322632323,4.545420181582317,0.029081209300841238
95.0,79.9,97.2,108.4,91.7,4.553876891600541,0.010582109330536937,4.51852237926242,-0.006521762246387119,4.685828089005546,-0.10913566861520074,4.380775852772229,-0.041672696400568476,4.576770711466393,0.03135052988407594
94.0,81.4,92.8,112.7,87.0,4.543294782270004,-0.010582109330536937,4.465908118654584,-0.052614260607835917,4.724729421045731,0.038901332040184755,4.399375273008495,0.018599420236266262,4.530446639792155,-0.046324071674238354
93.0,75.2,79.9,125.8,92.5,4.532599493153256,-0.010695289116747553,4.52720864451838,0.061300525863796196,4.8346933442663405,0.10996392322060977,4.320151230955794,-0.07922404205270084,4.380775852772229,-0.1496707870199261
94.0,84.1,78.9,111.0,107.1,4.543294782270004,0.010695289116747553,4.673762977453703,0.14655433293532294,4.709530201312334,-0.12516314295400655,4.432006566978902,0.11185533602310826,4.368181227851829,-0.012594624920399866
93.0,84.9,87.2,121.6,102.0,4.532599493153256,-0.010695289116747553,4.624972813284271,-0.04879016416943216,4.800736969532067,0.09120676821973284,4.441474093317302,0.009467526338399423,4.468204330914934,0.10002310306310491
90.0,84.1,77.2,119.8,99.2,4.499809670330265,-0.032789822822991255,4.597138014290827,-0.02783479899344332,4.785823685681349,-0.014913283850717995,4.432006566978902,-0.009467526338399423,4.3463994570307305,-0.12180487388420325
